,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
159,Provideniya,64.38,-173.3,284.24,62,1,1.92,RU,2020-07-31
160,Ancud,-41.87,-73.82,283.15,93,90,4.1,CL,2020-07-31
161,Tombouctou,20.0,-3.0,309.99,10,0,3.98,ML,2020-07-31
162,Darhan,49.49,105.92,289.11,92,100,3.67,MN,2020-07-31
163,Tuatapere,-46.13,167.68,285.11,85,97,1.2,NZ,2020-07-31
164,Saint Anthony,45.02,-93.22,302.15,37,1,2.1,US,2020-07-31
165,Sabang,5.89,95.32,301.71,72,100,8.62,ID,2020-07-31
166,Asău,46.43,26.4,288.15,96,51,1.12,RO,2020-07-31
167,Bairiki Village,1.33,172.98,303.15,74,40,3.1,KI,2020-07-31
168,Ilulissat,69.22,-51.1,281.15,75,100,7.7,GL,2020-07-31
169,Itoman,26.12,127.67,304.15,74,20,3.6,JP,2020-07-31
170,Warrington,53.39,-2.58,290.93,82,20,4.6,GB,2020-07-31
171,Iqaluit,63.75,-68.51,285.15,93,90,1.0,CA,2020-07-31
172,Skellefteå,64.75,20.95,282.59,100,0,1.51,SE,2020-07-31
173,Vestmannaeyjar,63.44,-20.27,285.24,88,100,5.51,IS,2020-07-31
174,Columbia,34.0,-81.03,307.15,56,1,3.6,US,2020-07-31
175,Kitaibaraki,36.78,140.75,300.93,69,0,3.77,JP,2020-07-31
176,Faya,18.39,42.45,291.15,100,40,3.6,SA,2020-07-31
177,Santa María Rayón,19.14,-99.58,290.15,67,90,1.5,MX,2020-07-31
178,Beira,-19.84,34.84,294.15,77,20,5.1,MZ,2020-07-31
179,Faanui,-16.48,-151.75,299.16,80,0,7.27,PF,2020-07-31
180,Galveston,29.37,-94.97,305.93,70,1,8.2,US,2020-07-31
181,Henderson,36.04,-114.98,317.04,12,1,5.1,US,2020-07-31
182,Mariehamn,60.1,19.93,287.15,87,0,2.6,AX,2020-07-31
183,Ciudad Ojeda,10.2,-71.31,301.5,76,25,1.11,VE,2020-07-31
184,Oranjemund,-28.55,16.43,295.22,22,0,5.22,NA,2020-07-31
185,Lagoa,39.05,-27.98,293.97,72,49,5.11,PT,2020-07-31
186,Nanortalik,60.14,-45.24,279.55,86,97,4.94,GL,2020-07-31
187,Mitsamiouli,-11.38,43.28,297.37,76,0,8.9,KM,2020-07-31
188,Katsuura,35.13,140.3,299.82,81,0,3.65,JP,2020-07-31
189,Taoudenni,22.68,-3.98,310.65,11,0,4.71,ML,2020-07-31
190,Aswān,24.09,32.91,309.46,19,23,6.36,EG,2020-07-31
191,Collingwood,44.48,-80.22,297.04,76,2,0.45,CA,2020-07-31
192,Ashland,40.82,-82.27,299.15,61,20,4.6,US,2020-07-31
193,São Filipe,14.9,-24.5,297.36,78,42,3.88,CV,2020-07-31
194,Khandyga,62.67,135.6,296.89,35,7,0.95,RU,2020-07-31
195,Nikolskoye,59.7,30.79,287.04,76,62,5.0,RU,2020-07-31
196,Rancho Palos Verdes,33.74,-118.39,298.15,60,5,7.2,US,2020-07-31
197,Arona,28.1,-16.68,296.15,78,20,6.2,ES,2020-07-31
198,Kahului,20.89,-156.47,303.15,58,20,12.9,US,2020-07-31
199,Saint-Joseph,-21.37,55.62,294.15,83,40,3.6,RE,2020-07-31
200,Airai,-8.93,125.41,289.99,42,56,1.77,TL,2020-07-31
201,Loreto,22.27,-101.97,296.73,49,82,7.53,MX,2020-07-31
202,Havre-St-Pierre,50.23,-63.6,290.15,93,90,1.5,CA,2020-07-31
203,Mandalgovi,45.76,106.27,289.0,47,52,7.55,MN,2020-07-31
204,Torbay,47.67,-52.73,289.26,100,90,1.5,CA,2020-07-31
205,Santa Engracia,41.94,-1.32,303.15,36,0,2.6,ES,2020-07-31
206,Tiksi,71.69,128.87,278.87,79,62,2.11,RU,2020-07-31
207,Avanigadda,16.02,80.92,301.29,80,92,2.19,IN,2020-07-31
208,Buarcos,40.17,-8.88,292.15,93,90,3.6,PT,2020-07-31
209,La Paz,-16.5,-68.15,281.15,33,8,3.1,BO,2020-07-31
210,Vanimo,-2.67,141.3,301.31,80,26,0.99,PG,2020-07-31
211,Ilo,-17.64,-71.34,287.99,80,26,0.67,PE,2020-07-31
212,Flinders,-34.58,150.86,284.82,86,24,1.79,AU,2020-07-31
213,Maceió,-9.67,-35.74,296.15,94,90,3.6,BR,2020-07-31
214,Bivolari,47.53,27.43,290.37,86,25,0.45,RO,2020-07-31
215,Khatanga,71.97,102.5,293.09,48,90,5.97,RU,2020-07-31
216,Cherskiy,68.75,161.3,280.42,75,100,3.67,RU,2020-07-31
217,Houma,29.6,-90.72,305.37,62,5,3.6,US,2020-07-31
218,Thakurgaon,26.03,88.47,299.8,87,79,2.63,BD,2020-07-31
219,Shache,38.42,77.24,297.44,33,97,2.19,CN,2020-07-31
220,Kanlagay,5.88,121.29,300.44,80,90,2.88,PH,2020-07-31
221,Sal Rei,16.18,-22.92,299.15,74,75,4.6,CV,2020-07-31
222,Plettenberg Bay,-34.05,23.37,285.64,79,0,1.84,ZA,2020-07-31
223,Lerwick,60.15,-1.15,288.15,82,95,6.2,GB,2020-07-31
224,Liepāja,56.54,21.04,289.15,93,1,4.58,LV,2020-07-31
225,Lexington,37.99,-84.48,298.71,69,76,0.45,US,2020-07-31
226,Butaritari,3.07,172.79,301.57,72,47,3.4,KI,2020-07-31
227,Port-Gentil,-0.72,8.78,297.15,88,75,5.44,GA,2020-07-31
228,Vryburg,-26.96,24.73,279.5,50,0,2.33,ZA,2020-07-31
229,Kedrovyy,56.17,91.82,286.15,93,98,2.0,RU,2020-07-31
230,Nakonde,-9.34,32.74,286.11,82,7,3.98,ZM,2020-07-31
231,Gataivai,-13.77,-172.39,300.02,79,22,6.63,WS,2020-07-31
232,Yate,51.54,-2.42,291.48,86,88,1.79,GB,2020-07-31
233,Clearlake,38.96,-122.63,308.71,25,0,1.34,US,2020-07-31
234,Chokurdakh,70.63,147.92,282.59,69,100,1.62,RU,2020-07-31
235,Cap Malheureux,-19.98,57.61,292.04,84,27,0.89,MU,2020-07-31
236,Kushiro,42.98,144.37,294.15,88,20,2.1,JP,2020-07-31
237,Sarankhola,22.31,89.79,300.34,90,71,1.0,BD,2020-07-31
238,Lagunas,-5.23,-75.68,298.08,77,29,0.53,PE,2020-07-31
239,Verkhoyansk,67.54,133.38,291.6,44,0,0.94,RU,2020-07-31
240,Iberia,29.95,-91.75,304.15,70,40,5.44,US,2020-07-31
241,Pacific Grove,36.62,-121.92,296.48,60,1,4.1,US,2020-07-31
242,Los Llanos de Aridane,28.66,-17.92,296.15,73,90,5.1,ES,2020-07-31
243,Lebu,-37.62,-73.65,283.68,78,100,6.52,CL,2020-07-31
244,Belmonte,-15.86,-38.88,297.15,69,40,3.1,BR,2020-07-31
245,San Vicente,-26.62,-54.13,287.89,93,71,1.13,AR,2020-07-31
246,Arraial do Cabo,-22.97,-42.03,291.15,93,75,3.1,BR,2020-07-31
247,La Ronge,55.1,-105.28,298.15,38,40,5.1,CA,2020-07-31
248,Skibbereen,51.55,-9.27,287.15,93,75,5.7,IE,2020-07-31
249,Muros,42.78,-9.06,292.59,82,71,2.68,ES,2020-07-31
250,Anito,12.45,125.29,297.76,89,100,0.95,PH,2020-07-31
251,Przhevalskoye,55.51,31.85,284.67,98,82,2.61,RU,2020-07-31
252,Nālūt,30.33,10.85,299.15,23,0,5.1,LY,2020-07-31
253,Fukuechō,32.69,128.84,300.15,94,75,0.5,JP,2020-07-31
254,Shalinskoye,55.72,93.76,285.22,92,100,3.51,RU,2020-07-31
255,Waipawa,-41.41,175.52,286.15,71,100,3.1,NZ,2020-07-31
256,Meulaboh,4.14,96.13,297.02,82,81,1.37,ID,2020-07-31
257,Matehuala,23.65,-100.65,301.18,33,100,3.37,MX,2020-07-31
258,Ritchie,-29.04,24.6,277.15,38,0,0.8,ZA,2020-07-31
259,Dalvik,65.97,-18.53,284.15,87,75,1.0,IS,2020-07-31
260,Saint Paul Harbor,57.79,-152.41,288.15,82,90,4.6,US,2020-07-31
261,Okhotsk,59.38,143.3,290.68,57,0,6.15,RU,2020-07-31
262,São Félix do Xingu,-6.64,-51.99,298.3,40,0,1.14,BR,2020-07-31
263,Arrondissement du Havre,49.58,0.33,291.15,93,90,3.1,FR,2020-07-31
264,Maragogi,-9.01,-35.22,296.5,86,55,5.09,BR,2020-07-31
265,Buala,-8.14,159.59,302.64,66,66,2.76,SB,2020-07-31
266,Cabo San Lucas,22.89,-109.91,306.15,51,20,6.7,MX,2020-07-31
267,Eureka,40.8,-124.16,292.59,38,23,1.34,US,2020-07-31
268,Zhangye,38.93,100.45,295.75,26,0,3.25,CN,2020-07-31
269,Bykovo,55.64,38.08,288.15,87,45,1.0,RU,2020-07-31
270,Chivacoa,10.16,-68.89,296.9,82,2,1.51,VE,2020-07-31
271,Bathsheba,13.22,-59.52,301.15,69,20,4.6,BB,2020-07-31
272,Sinnamary,5.38,-52.95,299.55,82,100,0.99,GF,2020-07-31
273,Seymchan,62.88,152.43,290.28,45,58,4.84,RU,2020-07-31
274,Kandava,57.04,22.77,285.33,97,0,2.89,LV,2020-07-31
275,Ponta do Sol,32.67,-17.1,294.15,73,20,5.7,PT,2020-07-31
276,Geraldton,-28.77,114.6,285.15,81,75,5.7,AU,2020-07-31
277,Kenai,60.55,-151.26,294.15,56,90,3.6,US,2020-07-31
278,Grants,35.15,-107.85,307.15,8,1,3.6,US,2020-07-31
279,Hambantota,6.12,81.12,299.85,82,23,7.92,LK,2020-07-31
280,Gao,16.64,1.64,305.24,50,35,9.73,ML,2020-07-31
281,Auki,-8.77,160.7,302.62,72,65,0.66,SB,2020-07-31
282,Miasskoye,55.28,61.89,293.15,72,40,8.0,RU,2020-07-31
283,Niquelândia,-14.47,-48.46,293.38,33,0,2.84,BR,2020-07-31
284,Saskylakh,71.92,114.08,292.19,51,8,2.07,RU,2020-07-31
285,Nemuro,43.32,145.57,292.15,93,75,1.5,JP,2020-07-31
286,Buin,-33.73,-70.75,288.15,58,75,1.0,CL,2020-07-31
287,Ranong,9.97,98.63,299.15,94,75,6.41,TH,2020-07-31
288,Katangli,51.71,143.23,284.65,93,91,6.58,RU,2020-07-31
289,Yamada,39.47,141.95,295.35,86,82,1.93,JP,2020-07-31
290,Henties Bay,-22.12,14.28,296.48,21,0,4.13,NA,2020-07-31
291,Hamilton,39.18,-84.53,299.82,74,90,2.6,US,2020-07-31
292,Rovaniemi,66.5,25.72,284.15,81,0,2.1,FI,2020-07-31
293,Umm Kaddadah,13.6,26.69,302.06,56,100,4.86,SD,2020-07-31
294,Victor Harbor,-35.57,138.62,288.15,61,10,0.89,AU,2020-07-31
295,Ranot,7.78,100.32,301.08,76,100,6.27,TH,2020-07-31
296,Norman Wells,65.28,-126.83,303.15,33,5,2.6,CA,2020-07-31
297,Lunglei,22.88,92.73,294.49,100,100,0.79,IN,2020-07-31
298,Beloha,-25.17,45.05,288.66,79,68,2.86,MG,2020-07-31
299,Poum,-20.23,164.02,294.78,77,4,13.05,NC,2020-07-31
300,Dunedin,-45.87,170.5,285.37,75,100,2.68,NZ,2020-07-31
301,Ostrovnoy,68.05,39.51,284.1,92,94,4.02,RU,2020-07-31
302,Arcot,12.9,79.33,299.33,77,100,4.14,IN,2020-07-31
303,Antalaha,-14.9,50.28,293.63,82,28,4.16,MG,2020-07-31
304,Tautira,-17.73,-149.15,302.15,70,20,7.2,PF,2020-07-31
305,Korla,41.76,86.15,297.59,68,0,1.34,CN,2020-07-31
306,Mareeba,-17.0,145.43,294.26,75,29,2.24,AU,2020-07-31
307,Constitución,-35.33,-72.42,285.26,75,100,0.51,CL,2020-07-31
308,Batemans Bay,-35.72,150.18,285.37,86,94,0.61,AU,2020-07-31
309,Zhuhai,22.28,113.57,301.15,94,75,11.3,CN,2020-07-31
310,Deputatsky,69.3,139.9,286.44,61,53,1.33,RU,2020-07-31
311,Stykkisholmur,65.08,-22.73,283.14,90,100,7.19,IS,2020-07-31
312,Memāri,23.2,88.12,302.15,94,40,1.95,IN,2020-07-31
313,Ekibastuz,51.67,75.37,291.53,76,11,1.98,KZ,2020-07-31
314,Porto-Novo,6.5,2.6,298.15,94,40,3.6,BJ,2020-07-31
315,Cidreira,-30.18,-50.21,287.61,92,20,4.47,BR,2020-07-31
316,Diego de Almagro,-26.37,-70.05,284.77,54,0,0.72,CL,2020-07-31
317,Beba,22.44,-79.73,300.15,94,75,3.6,CU,2020-07-31
318,Attendorn,51.13,7.9,293.15,79,0,2.21,DE,2020-07-31
319,Batī,11.18,40.02,293.69,73,100,1.46,ET,2020-07-31
320,Talnakh,69.49,88.4,289.15,87,40,6.0,RU,2020-07-31
321,Jieshi,22.81,115.83,301.69,83,100,7.7,CN,2020-07-31
322,Broome,42.25,-75.83,298.15,44,1,4.6,US,2020-07-31
323,Gua Musang,4.88,101.96,296.57,91,93,0.77,MY,2020-07-31
324,Vila Velha,-20.33,-40.29,295.15,73,90,5.1,BR,2020-07-31
325,Port Blair,11.67,92.75,301.21,78,99,8.71,IN,2020-07-31
326,Fort Nelson,58.81,-122.7,303.15,37,20,4.6,CA,2020-07-31
327,Quatre Cocos,-20.21,57.76,294.15,83,20,3.1,MU,2020-07-31
328,Chumikan,54.72,135.31,284.46,94,100,10.08,RU,2020-07-31
329,San Quintín,30.48,-115.95,298.85,56,1,3.21,MX,2020-07-31
330,Trairi,-3.28,-39.27,298.76,76,37,5.14,BR,2020-07-31
331,Noumea,-22.28,166.46,293.15,82,95,3.6,NC,2020-07-31
332,Narón,43.52,-8.15,291.15,93,75,1.03,ES,2020-07-31
333,Biskamzha,53.45,89.53,284.35,83,100,0.57,RU,2020-07-31
334,Gornopravdinsk,60.05,69.9,288.37,98,98,2.21,RU,2020-07-31
335,Shakawe,-18.37,21.85,284.03,43,0,2.82,BW,2020-07-31
336,Shenkursk,62.11,42.9,283.44,96,80,2.78,RU,2020-07-31
337,Sola,-13.88,167.55,298.68,82,78,7.92,VU,2020-07-31
338,Tabou,4.42,-7.35,297.12,86,92,5.33,CI,2020-07-31
339,Akdepe,42.06,59.38,294.15,52,0,4.1,TM,2020-07-31
340,Coquimbo,-29.95,-71.34,285.15,93,3,0.5,CL,2020-07-31
341,Najrān,17.49,44.13,300.15,51,93,5.7,SA,2020-07-31
342,Saldanha,-33.01,17.94,283.15,87,0,1.0,ZA,2020-07-31
343,Acapulco de Juárez,16.86,-99.89,304.15,70,75,1.5,MX,2020-07-31
344,Xingcheng,40.62,120.72,300.06,76,26,3.33,CN,2020-07-31
345,Safi,32.3,-9.24,298.78,63,74,4.79,MA,2020-07-31
346,Ellsworth,44.54,-68.42,298.15,69,1,1.5,US,2020-07-31
347,Coyhaique,-45.58,-72.07,274.15,100,90,1.0,CL,2020-07-31
348,Gurupá,-1.41,-51.64,299.64,62,14,1.17,BR,2020-07-31
349,Bambous Virieux,-20.34,57.76,294.15,83,20,3.1,MU,2020-07-31
350,San Policarpo,12.18,125.51,298.94,84,100,0.77,PH,2020-07-31
351,Uglovoye,44.82,33.6,293.09,87,64,4.84,UA,2020-07-31
352,Werda,-25.27,23.28,283.52,42,0,2.36,BW,2020-07-31
353,Sault Ste. Marie,46.52,-84.33,298.15,53,1,3.1,CA,2020-07-31
